Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,Customer_Segment,Region,State,City,Product_ID,Product_Name,Category,Sub_Category,Unit_Price,Quantity,Discount_Percent,Discount_Amount,Shipping_Cost,Net_Revenue,Total_Cost,Profit,Payment_Method,Marketing_Channel,Order_Status,Delivery_Days,Customer_Rating
ORD102110,2024-10-22,C10986,Jessica Hughes,Female,37,Returning,West,Arizona,West Michaelport,P1010,Compact Smartphones,Electronics,Smartphones,267.06,1,0.023,6.13,4.99,260.93,230.54,25.4,Debit Card,Referral,Delivered,1,3.0
ORD102111,2024-10-22,C10766,Mrs. Emily Ingram,Female,37,Returning,South,Georgia,Samanthahaven,P1101,Deluxe Team Sports,Sports & Outdoors,Team Sports,17.14,1,0.111,1.9,0.0,15.24,10.15,5.09,Credit Card,Organic Search,Delivered,6,3.0
ORD102111,2024-10-22,C10766,Mrs. Emily Ingram,Female,37,Returning,South,Georgia,Samanthahaven,P1135,Compact Fiction,Books,Fiction,31.56,2,0.0,0.0,0.0,63.12,44.36,18.76,Credit Card,Organic Search,Delivered,6,4.0
ORD102111,2024-10-22,C10766,Mrs. Emily Ingram,Female,37,Returning,South,Georgia,Samanthahaven,P1010,Compact Smartphones,Electronics,Smartphones,267.06,1,0.0,0.0,0.0,267.06,230.54,36.52,Credit Card,Organic Search,Delivered,6,4.0
ORD102111,2024-10-22,C10766,Mrs. Emily Ingram,Female,37,Returning,South,Georgia,Samanthahaven,P1054,Signature Cookware,Home & Kitchen,Cookware,22.56,3,0.0,0.0,0.0,67.68,48.0,19.68,Credit Card,Organic Search,Delivered,6,5.0
ORD102113,2024-10-22,C10773,Alexandra Waters,Male,44,Returning,Midwest,Wisconsin,Brownhaven,P1031,Pro Men's Apparel,Clothing,Men's Apparel,97.33,1,0.03,2.9,0.0,94.43,52.15,42.28,Credit Card,Paid Search,Delivered,2,4.0
ORD102113,2024-10-22,C10773,Alexandra Waters,Male,44,Returning,Midwest,Wisconsin,Brownhaven,P1125,Deluxe Fiction,Books,Fiction,12.11,2,0.0,0.0,0.0,24.22,18.26,5.96,Credit Card,Paid Search,Delivered,2,5.0
ORD102114,2024-10-22,C10801,Elizabeth Reese,Male,27,Returning,West,Washington,Edwinborough,P1047,Essential Men's Apparel,Clothing,Men's Apparel,84.11,1,0.223,18.77,4.99,65.34,42.99,19.86,Credit Card,Direct,Delivered,3,3.0
ORD102114,2024-10-22,C10801,Elizabeth Reese,Male,27,Returning,West,Washington,Edwinborough,P1084,Pro Haircare,Beauty & Personal Care,Haircare,5.63,1,0.051,0.29,4.99,5.34,2.53,0.31,Credit Card,Direct,Delivered,3,3.0
ORD102115,2024-10-22,C10851,Stephen Garcia,Female,31,New,South,Georgia,Andrewport,P1039,Pro Women's Apparel,Clothing,Women's Apparel,29.67,1,0.084,2.49,4.99,27.18,17.18,5.01,Digital Wallet,Email Marketing,Delivered,3,5.0
ORD102116,2024-10-22,C10768,Steve Wright,Female,21,Returning,Northeast,New Jersey,Lisaland,P1061,Everyday Cookware,Home & Kitchen,Cookware,30.98,4,0.141,17.46,4.99,106.46,87.32,14.15,Credit Card,Direct,Delivered,4,5.0
ORD102117,2024-10-23,C10488,Mary Willis,Female,19,Returning,Midwest,Minnesota,Kevinberg,P1083,Classic Fragrance,Beauty & Personal Care,Fragrance,12.64,3,0.078,2.95,4.99,34.97,19.65,-9.4,Credit Card,Organic Search,Returned,4,
ORD102117,2024-10-23,C10488,Mary Willis,Female,19,Returning,Midwest,Minnesota,Kevinberg,P1105,Pro Fitness Equipment,Sports & Outdoors,Fitness Equipment,62.25,1,0.0,0.0,4.99,62.25,38.41,-15.02,Credit Card,Organic Search,Returned,4,
ORD102118,2024-10-23,C10831,Mrs. Melissa Peck,Female,39,New,Midwest,Michigan,Ronaldmouth,P1044,Essential Women's Apparel,Clothing,Women's Apparel,112.82,1,0.045,5.12,0.0,107.7,58.1,49.6,Credit Card,Referral,Delivered,5,5.0
ORD102119,2024-10-23,C10526,Samuel Suarez,Male,44,Returning,Midwest,Wisconsin,East Jamesborough,P1169,Compact Puzzles,Toys & Games,Puzzles,27.72,1,0.227,6.29,4.99,21.43,19.13,-9.24,PayPal,Email Marketing,Returned,2,
ORD102119,2024-10-23,C10526,Samuel Suarez,Male,44,Returning,Midwest,Wisconsin,East Jamesborough,P1018,Deluxe Cameras,Electronics,Cameras,81.3,1,0.056,4.51,4.99,76.79,70.59,3.71,PayPal,Email Marketing,Delivered,2,5.0
ORD102120,2024-10-23,C11407,Megan Patel,Female,39,Returning,South,Texas,South Alexanderborough,P1090,Pro Skincare,Beauty & Personal Care,Skincare,13.4,1,0.034,0.46,6.99,12.94,7.11,-5.63,Debit Card,Paid Search,Returned,3,
ORD102120,2024-10-23,C11407,Megan Patel,Female,39,Returning,South,Texas,South Alexanderborough,P1092,Classic Makeup,Beauty & Personal Care,Makeup,10.54,1,0.091,0.96,6.99,9.58,4.61,-4.88,Debit Card,Paid Search,Returned,3,
ORD102120,2024-10-23,C11407,Megan Patel,Female,39,Returning,South,Texas,South Alexanderborough,P1198,Classic Pantry Staples,Grocery,Pantry Staples,39.26,3,0.09,10.63,6.99,107.15,100.95,4.8,Debit Card,Paid Search,Delivered,3,4.0
ORD102120,2024-10-23,C11407,Megan Patel,Female,39,Returning,South,Texas,South Alexanderborough,P1004,Premium Headphone,Electronics,Headphones,256.19,1,0.077,19.81,6.99,236.38,203.68,31.3,Debit Card,Paid Search,Delivered,3,4.0
ORD102120,2024-10-23,C11407,Megan Patel,Female,39,Returning,South,Texas,South Alexanderborough,P1153,Pro Puzzles,Toys & Games,Puzzles,30.96,1,0.075,2.32,6.99,0.0,20.67,0.0,Debit Card,Paid Search,Cancelled,3,
ORD102121,2024-10-23,C10887,Anthony Cooper,Female,36,Returning,Midwest,Illinois,South Shawnfort,P1118,Compact Fitness Equipment,Sports & Outdoors,Fitness Equipment,25.49,1,0.038,0.97,9.99,24.52,17.77,1.76,Credit Card,Email Marketing,Delivered,3,3.0
ORD102121,2024-10-23,C10887,Anthony Cooper,Female,36,Returning,Midwest,Illinois,South Shawnfort,P1019,Classic Accessorie,Electronics,Accessories,353.43,1,0.131,46.35,9.99,307.08,292.35,9.73,Credit Card,Email Marketing,Delivered,3,4.0
ORD102122,2024-10-23,C11278,Katherine Ford,Male,52,Returning,West,California,Lake Christophermouth,P1026,Signature Women's Apparel,Clothing,Women's Apparel,128.74,1,0.034,4.32,6.99,124.42,56.51,64.41,Credit Card,Social Media,Delivered,1,4.0
ORD102122,2024-10-23,C11278,Katherine Ford,Male,52,Returning,West,California,Lake Christophermouth,P1183,Compact Snacks,Grocery,Snacks,53.41,3,0.07,11.21,6.99,0.0,129.69,0.0,Credit Card,Social Media,Cancelled,1,
ORD102123,2024-10-23,C11407,Megan Patel,Female,39,Returning,South,Texas,South Alexanderborough,P1108,Compact Outdoor Gear,Sports & Outdoors,Outdoor Gear,29.57,1,0.003,0.08,9.99,29.49,18.05,1.45,Debit Card,Social Media,Delivered,3,5.0
ORD102124,2024-10-23,C10386,Jessica Smith,Female,39,Returning,South,Tennessee,Jeffreyhaven,P1123,Pro Cycling,Sports & Outdoors,Cycling,41.65,1,0.009,0.38,4.99,41.27,24.32,14.46,Debit Card,Paid Search,Delivered,5,4.0
ORD102124,2024-10-23,C10386,Jessica Smith,Female,39,Returning,South,Tennessee,Jeffreyhaven,P1004,Premium Headphone,Electronics,Headphones,256.19,3,0.119,91.57,4.99,677.0,611.04,63.47,Debit Card,Paid Search,Delivered,5,4.0
ORD102128,2024-10-23,C10241,Robin Brown,Male,18,Returning,West,Nevada,Johnsonborough,P1092,Classic Makeup,Beauty & Personal Care,Makeup,10.54,1,0.141,1.49,0.0,9.05,4.61,4.44,Credit Card,Organic Search,Delivered,2,3.0
ORD102129,2024-10-23,C11499,Howard Campbell,Female,22,Returning,Midwest,Minnesota,Portermouth,P1027,Essential Women's Apparel,Clothing,Women's Apparel,54.33,2,0.034,3.64,6.99,105.02,47.16,54.36,Credit Card,Referral,Delivered,4,3.0
ORD102129,2024-10-23,C11499,Howard Campbell,Female,22,Returning,Midwest,Minnesota,Portermouth,P1102,Premium Team Sports,Sports & Outdoors,Team Sports,75.44,2,0.013,1.91,6.99,148.97,105.44,40.04,Credit Card,Referral,Delivered,4,3.0
ORD102130,2024-10-23,C10463,Dillon Jones,Female,52,Returning,Midwest,Ohio,East Kimberly,P1025,Basic Men's Apparel,Clothing,Men's Apparel,138.91,2,0.0,0.0,4.99,277.82,127.92,147.4,PayPal,Organic Search,Delivered,3,3.0
ORD102130,2024-10-23,C10463,Dillon Jones,Female,52,Returning,Midwest,Ohio,East Kimberly,P1003,Classic Cameras,Electronics,Cameras,31.3,1,0.098,3.06,4.99,28.24,24.29,1.45,PayPal,Organic Search,Delivered,3,3.0
ORD102132,2024-10-24,C10567,Elizabeth Marshall MD,Female,24,Returning,West,Nevada,Port Benjamin,P1136,Everyday Children's Book,Books,Children's Books,35.14,1,0.053,1.85,0.0,33.29,24.26,9.03,Digital Wallet,Organic Search,Delivered,3,4.0
ORD102132,2024-10-24,C10567,Elizabeth Marshall MD,Female,24,Returning,West,Nevada,Port Benjamin,P1073,Classic Bedding,Home & Kitchen,Bedding,87.34,2,0.054,9.41,0.0,165.27,113.48,51.79,Digital Wallet,Organic Search,Delivered,3,4.0
ORD102133,2024-10-24,C10644,Jack Smith,Male,55,Returning,Northeast,New Jersey,Port Tamara,P1067,Ultra Decor,Home & Kitchen,Decor,285.7,1,0.01,2.88,6.99,282.82,192.78,-61.33,Digital Wallet,Paid Search,Returned,5,
ORD102133,2024-10-24,C10644,Jack Smith,Male,55,Returning,Northeast,New Jersey,Port Tamara,P1055,Deluxe Decor,Home & Kitchen,Decor,28.02,3,0.0,0.0,6.99,0.0,58.62,0.0,Digital Wallet,Paid Search,Cancelled,5,
ORD102134,2024-10-24,C10089,Cynthia Wells,Male,29,Returning,West,Arizona,New Staciemouth,P1083,Classic Fragrance,Beauty & Personal Care,Fragrance,12.64,1,0.086,1.09,4.99,11.55,6.55,2.51,Credit Card,Email Marketing,Delivered,2,5.0
ORD102134,2024-10-24,C10089,Cynthia Wells,Male,29,Returning,West,Arizona,New Staciemouth,P1027,Essential Women's Apparel,Clothing,Women's Apparel,54.33,1,0.103,5.58,4.99,48.75,23.58,22.68,Credit Card,Email Marketing,Delivered,2,3.0
ORD102135,2024-10-24,C10944,Brent Rojas,Male,29,Returning,South,Georgia,South Patricia,P1021,Classic Smartphones,Electronics,Smartphones,28.56,1,0.054,1.53,0.0,27.03,22.02,5.01,PayPal,Organic Search,Delivered,2,4.0
ORD102135,2024-10-24,C10944,Brent Rojas,Male,29,Returning,South,Georgia,South Patricia,P1143,Signature Non-Fiction,Books,Non-Fiction,16.65,1,0.1,1.67,0.0,0.0,12.24,0.0,PayPal,Organic Search,Cancelled,2,
ORD102135,2024-10-24,C10944,Brent Rojas,Male,29,Returning,South,Georgia,South Patricia,P1037,Ultra Footwear,Clothing,Footwear,71.54,1,0.012,0.87,0.0,70.67,33.54,37.13,PayPal,Organic Search,Delivered,2,4.0
ORD102135,2024-10-24,C10944,Brent Rojas,Male,29,Returning,South,Georgia,South Patricia,P1087,Pro Personal Care,Beauty & Personal Care,Personal Care,32.27,1,0.106,3.44,0.0,28.83,16.79,12.04,PayPal,Organic Search,Delivered,2,5.0
ORD102137,2024-10-24,C11489,Carrie Martin,Male,37,Returning,West,California,Wallmouth,P1193,Signature Organic Foods,Grocery,Organic Foods,6.98,3,0.194,4.05,4.99,16.89,18.48,-4.08,PayPal,Social Media,Delivered,4,3.0
ORD102137,2024-10-24,C11489,Carrie Martin,Male,37,Returning,West,California,Wallmouth,P1012,Classic Laptop,Electronics,Laptops,146.12,4,0.233,135.9,4.99,448.58,459.28,-13.19,PayPal,Social Media,Delivered,4,4.0
ORD100614,2024-10-25,C10703,Jonathan Cowan,Female,25,New,Northeast,Connecticut,Kristenport,P1013,Deluxe Headphones,Electronics,Headphones,54.16,1,0.165,8.93,6.99,45.23,44.32,-6.08,Debit Card,Email Marketing,Delivered,5,4.0
ORD101928,2024-10-25,C11158,Shirley Miller,Male,54,New,West,Arizona,Peterberg,P1114,Classic Fitness Equipment,Sports & Outdoors,Fitness Equipment,195.4,3,0.096,56.32,4.99,529.88,365.94,162.28,PayPal,Paid Search,Delivered,1,3.0
ORD101928,2024-10-25,C11158,Shirley Miller,Male,54,New,West,Arizona,Peterberg,P1081,Deluxe Fragrance,Beauty & Personal Care,Fragrance,31.2,1,0.23,7.16,4.99,24.04,14.32,8.06,PayPal,Paid Search,Delivered,1,3.0
ORD101928,2024-10-25,C11158,Shirley Miller,Male,54,New,West,Arizona,Peterberg,P1057,Essential Bedding,Home & Kitchen,Bedding,95.06,1,0.056,5.31,4.99,89.75,56.85,31.24,PayPal,Paid Search,Delivered,1,5.0
ORD102141,2024-10-25,C10263,Michael Cooper,Female,29,New,Midwest,Minnesota,Port Tammy,P1080,Everyday Haircare,Beauty & Personal Care,Haircare,14.48,1,0.016,0.24,9.99,14.24,6.41,-2.16,Buy Now Pay Later,Email Marketing,Delivered,3,4.0
ORD102142,2024-10-25,C10768,Steve Wright,Female,21,Returning,Northeast,New Jersey,Lisaland,P1097,Ultra Personal Care,Beauty & Personal Care,Personal Care,13.32,2,0.04,1.07,0.0,25.57,13.08,12.49,Credit Card,Paid Search,Delivered,6,5.0
ORD102142,2024-10-25,C10768,Steve Wright,Female,21,Returning,Northeast,New Jersey,Lisaland,P1032,Deluxe Men's Apparel,Clothing,Men's Apparel,24.4,1,0.109,2.65,0.0,21.75,12.26,9.49,Credit Card,Paid Search,Delivered,6,3.0
ORD102143,2024-10-25,C10076,Paul Larsen,Female,22,Returning,Midwest,Wisconsin,Katiehaven,P1150,Everyday Board Game,Toys & Games,Board Games,9.16,1,0.099,0.91,4.99,8.25,5.93,-2.67,Buy Now Pay Later,Social Media,Delivered,3,4.0
ORD102144,2024-10-25,C10071,Michael Snyder,Female,45,Returning,West,Arizona,East Diana,P1198,Classic Pantry Staples,Grocery,Pantry Staples,39.26,2,0.124,9.7,0.0,68.82,67.3,1.52,Digital Wallet,Paid Search,Delivered,4,3.0
ORD102144,2024-10-25,C10071,Michael Snyder,Female,45,Returning,West,Arizona,East Diana,P1043,Deluxe Footwear,Clothing,Footwear,75.77,1,0.047,3.53,0.0,72.24,36.77,35.47,Digital Wallet,Paid Search,Delivered,4,4.0
ORD102144,2024-10-25,C10071,Michael Snyder,Female,45,Returning,West,Arizona,East Diana,P1119,Ultra Cycling,Sports & Outdoors,Cycling,85.92,1,0.02,1.76,0.0,84.16,58.32,25.84,Digital Wallet,Paid Search,Delivered,4,5.0
ORD102145,2024-10-25,C10913,Mason Gaines,Female,31,Returning,South,Texas,Dakotaland,P1034,Pro Men's Apparel,Clothing,Men's Apparel,14.49,2,0.001,0.03,0.0,28.95,12.24,16.71,PayPal,Organic Search,Delivered,5,4.0
ORD102147,2024-10-25,C11501,Robert Hernandez,Male,18,New,South,Georgia,Woodston,P1008,Basic Smart Home,Electronics,Smart Home,81.18,1,0.128,10.38,9.99,70.8,66.33,-5.52,Debit Card,Referral,Delivered,3,5.0
ORD102148,2024-10-25,C10160,Misty Whitney,Female,24,Returning,Northeast,New York,Christopherfurt,P1152,Basic Puzzle,Toys & Games,Puzzles,53.65,1,0.05,2.66,6.99,50.99,32.32,16.92,Debit Card,Organic Search,Delivered,1,3.0
ORD102148,2024-10-25,C10160,Misty Whitney,Female,24,Returning,Northeast,New York,Christopherfurt,P1174,Pro Board Game,Toys & Games,Board Games,21.36,1,0.019,0.4,6.99,20.96,13.62,5.59,Debit Card,Organic Search,Delivered,1,4.0
ORD102148,2024-10-25,C10160,Misty Whitney,Female,24,Returning,Northeast,New York,Christopherfurt,P1065,Signature Storage,Home & Kitchen,Storage,44.11,1,0.076,3.36,6.99,40.75,30.39,8.61,Debit Card,Organic Search,Delivered,1,5.0
ORD102148,2024-10-25,C10160,Misty Whitney,Female,24,Returning,Northeast,New York,Christopherfurt,P1053,Premium Storage,Home & Kitchen,Storage,43.02,1,0.089,3.84,6.99,39.18,26.42,11.01,Debit Card,Organic Search,Delivered,1,2.0
ORD101612,2024-10-26,C10634,Matthew Garcia,Male,44,New,Northeast,Pennsylvania,East Louismouth,P1076,Essential Personal Care,Beauty & Personal Care,Personal Care,7.6,2,0.135,2.06,4.99,0.0,7.1,0.0,PayPal,Organic Search,Cancelled,5,
ORD102112,2024-10-26,C10634,Matthew Garcia,Male,44,Returning,Northeast,Pennsylvania,East Louismouth,P1043,Deluxe Footwear,Clothing,Footwear,75.77,1,0.09,6.79,9.99,68.98,36.77,30.21,Credit Card,Direct,Delivered,4,4.0
ORD102112,2024-10-26,C10634,Matthew Garcia,Male,44,Returning,Northeast,Pennsylvania,East Louismouth,P1088,Pro Personal Care,Beauty & Personal Care,Personal Care,36.84,1,0.0,0.0,9.99,36.84,17.84,17.0,Credit Card,Direct,Delivered,4,3.0
ORD102112,2024-10-26,C10634,Matthew Garcia,Male,44,Returning,Northeast,Pennsylvania,East Louismouth,P1175,Compact Beverages,Grocery,Beverages,13.54,1,0.118,1.6,9.99,11.94,11.03,-1.09,Credit Card,Direct,Delivered,4,5.0
ORD102112,2024-10-26,C10634,Matthew Garcia,Male,44,Returning,Northeast,Pennsylvania,East Louismouth,P1026,Signature Women's Apparel,Clothing,Women's Apparel,128.74,1,0.011,1.39,9.99,127.35,56.51,68.84,Credit Card,Direct,Delivered,4,4.0
ORD102112,2024-10-26,C10634,Matthew Garcia,Male,44,Returning,Northeast,Pennsylvania,East Louismouth,P1149,Classic Children's Books,Books,Children's Books,22.31,1,0.12,2.67,9.99,19.64,17.62,0.02,Credit Card,Direct,Delivered,4,4.0
ORD102150,2024-10-26,C10760,Jimmy Ortega,Male,29,Returning,West,Oregon,East Lauraside,P1075,Ultra Haircare,Beauty & Personal Care,Haircare,69.04,2,0.026,3.62,0.0,134.46,70.32,64.14,Credit Card,Direct,Delivered,3,3.0
ORD102152,2024-10-26,C10170,Amber Cook,Female,23,Returning,South,Georgia,Port Anne,P1003,Classic Cameras,Electronics,Cameras,31.3,1,0.133,4.17,6.99,27.13,24.29,-4.15,Debit Card,Organic Search,Delivered,3,4.0
ORD102153,2024-10-26,C10762,Yesenia Kirk,Female,22,Returning,South,Tennessee,Duranchester,P1134,Basic Fiction,Books,Fiction,13.66,1,0.007,0.09,0.0,13.57,10.45,3.12,PayPal,Organic Search,Delivered,3,3.0
ORD102153,2024-10-26,C10762,Yesenia Kirk,Female,22,Returning,South,Tennessee,Duranchester,P1091,Premium Skincare,Beauty & Personal Care,Skincare,72.4,1,0.134,9.72,0.0,62.68,29.02,33.66,PayPal,Organic Search,Delivered,3,4.0
ORD102153,2024-10-26,C10762,Yesenia Kirk,Female,22,Returning,South,Tennessee,Duranchester,P1187,Basic Pantry Staples,Grocery,Pantry Staples,3.71,2,0.244,1.81,0.0,5.61,6.44,-0.83,PayPal,Organic Search,Delivered,3,5.0
ORD102154,2024-10-26,C10316,Nicole Pham,Female,43,Returning,South,Tennessee,Port John,P1114,Classic Fitness Equipment,Sports & Outdoors,Fitness Equipment,195.4,4,0.009,7.43,0.0,774.17,487.92,286.25,Credit Card,Paid Search,Delivered,2,4.0
ORD102154,2024-10-26,C10316,Nicole Pham,Female,43,Returning,South,Tennessee,Port John,P1018,Deluxe Cameras,Electronics,Cameras,81.3,1,0.029,2.38,0.0,78.92,70.59,8.33,Credit Card,Paid Search,Delivered,2,4.0
ORD102154,2024-10-26,C10316,Nicole Pham,Female,43,Returning,South,Tennessee,Port John,P1044,Essential Women's Apparel,Clothing,Women's Apparel,112.82,1,0.128,14.45,0.0,98.37,58.1,40.27,Credit Card,Paid Search,Delivered,2,3.0
ORD102155,2024-10-26,C10604,Jorge Robles,Female,37,Returning,West,Nevada,Heatherton,P1143,Signature Non-Fiction,Books,Non-Fiction,16.65,1,0.086,1.43,6.99,15.22,12.24,0.65,Debit Card,Social Media,Delivered,2,3.0
ORD102155,2024-10-26,C10604,Jorge Robles,Female,37,Returning,West,Nevada,Heatherton,P1164,Pro Board Games,Toys & Games,Board Games,24.03,3,0.107,7.75,6.99,64.34,48.69,13.32,Debit Card,Social Media,Delivered,2,5.0
ORD102155,2024-10-26,C10604,Jorge Robles,Female,37,Returning,West,Nevada,Heatherton,P1144,Essential Children's Books,Books,Children's Books,11.93,1,0.142,1.69,6.99,10.24,8.7,-0.79,Debit Card,Social Media,Delivered,2,5.0
ORD102158,2024-10-26,C11480,Dalton Jefferson,Female,30,Returning,South,Tennessee,Angelaberg,P1113,Signature Fitness Equipment,Sports & Outdoors,Fitness Equipment,255.92,3,0.076,58.67,4.99,709.09,501.21,205.39,Credit Card,Direct,Delivered,2,4.0
ORD102158,2024-10-26,C11480,Dalton Jefferson,Female,30,Returning,South,Tennessee,Angelaberg,P1195,Ultra Pantry Staples,Grocery,Pantry Staples,58.32,1,0.146,8.51,4.99,49.81,50.08,-2.76,Credit Card,Direct,Delivered,2,4.0
ORD102159,2024-10-26,C11340,Mary Gray,Male,18,Returning,South,North Carolina,West Morganville,P1109,Everyday Outdoor Gear,Sports & Outdoors,Outdoor Gear,87.12,1,0.06,5.2,0.0,81.92,52.11,29.81,Credit Card,Direct,Delivered,5,5.0
ORD102159,2024-10-26,C11340,Mary Gray,Male,18,Returning,South,North Carolina,West Morganville,P1058,Premium Bedding,Home & Kitchen,Bedding,174.15,1,0.153,26.63,0.0,147.52,120.84,26.68,Credit Card,Direct,Delivered,5,5.0
ORD102160,2024-10-26,C10060,Victor Baker,Male,31,Returning,South,Texas,New Ryanmouth,P1064,Essential Decor,Home & Kitchen,Decor,10.25,1,0.034,0.35,0.0,9.9,6.65,3.25,PayPal,Referral,Delivered,2,3.0
ORD102160,2024-10-26,C10060,Victor Baker,Male,31,Returning,South,Texas,New Ryanmouth,P1010,Compact Smartphones,Electronics,Smartphones,267.06,1,0.157,41.97,0.0,225.09,230.54,-5.45,PayPal,Referral,Delivered,2,4.0
ORD102160,2024-10-26,C10060,Victor Baker,Male,31,Returning,South,Texas,New Ryanmouth,P1181,Deluxe Organic Foods,Grocery,Organic Foods,11.84,3,0.025,0.88,0.0,34.64,30.03,4.61,PayPal,Referral,Delivered,2,4.0
ORD102160,2024-10-26,C10060,Victor Baker,Male,31,Returning,South,Texas,New Ryanmouth,P1000,Classic Accessorie,Electronics,Accessories,106.57,1,0.104,11.08,0.0,95.49,81.62,13.87,PayPal,Referral,Delivered,2,5.0
ORD102160,2024-10-26,C10060,Victor Baker,Male,31,Returning,South,Texas,New Ryanmouth,P1124,Basic Fitness Equipment,Sports & Outdoors,Fitness Equipment,248.03,1,0.053,13.12,0.0,234.91,148.23,86.68,PayPal,Referral,Delivered,2,4.0
ORD102161,2024-10-26,C10421,Stephanie Farmer,Male,35,Returning,West,Oregon,North Conniemouth,P1032,Deluxe Men's Apparel,Clothing,Men's Apparel,24.4,1,0.157,3.82,9.99,20.58,12.26,-1.67,PayPal,Organic Search,Delivered,4,4.0
ORD101166,2024-10-27,C10959,Derrick Shah,Female,39,New,Northeast,New York,Port Gail,P1002,Classic Accessories,Electronics,Accessories,45.73,1,0.133,6.08,0.0,39.65,39.39,0.26,Buy Now Pay Later,Social Media,Delivered,4,4.0
ORD101166,2024-10-27,C10959,Derrick Shah,Female,39,New,Northeast,New York,Port Gail,P1187,Basic Pantry Staples,Grocery,Pantry Staples,3.71,2,0.0,0.0,0.0,7.42,6.44,0.98,Buy Now Pay Later,Social Media,Delivered,4,3.0
ORD101166,2024-10-27,C10959,Derrick Shah,Female,39,New,Northeast,New York,Port Gail,P1063,Essential Furniture,Home & Kitchen,Furniture,183.26,1,0.0,0.0,0.0,183.26,109.86,73.4,Buy Now Pay Later,Social Media,Delivered,4,4.0
ORD102001,2024-10-27,C11130,Ronald Myers,Male,20,New,South,Tennessee,Alanchester,P1022,Deluxe Smart Home,Electronics,Smart Home,68.08,1,0.126,8.55,4.99,59.53,54.5,0.04,Debit Card,Social Media,Delivered,3,4.0
ORD102162,2024-10-27,C10260,Dr. Cynthia Snyder,Male,42,VIP,South,Florida,Angelastad,P1060,Signature Furniture,Home & Kitchen,Furniture,176.5,1,0.231,40.71,0.0,135.79,104.94,30.85,Debit Card,Email Marketing,Delivered,5,5.0
ORD102163,2024-10-27,C11034,Chad Baldwin MD,Female,32,Returning,South,Tennessee,New Emilyside,P1008,Basic Smart Home,Electronics,Smart Home,81.18,2,0.014,2.29,6.99,160.07,132.66,23.91,Digital Wallet,Organic Search,Delivered,3,2.0
ORD102163,2024-10-27,C11034,Chad Baldwin MD,Female,32,Returning,South,Tennessee,New Emilyside,P1089,Classic Skincare,Beauty & Personal Care,Skincare,74.96,2,0.163,24.48,6.99,125.44,78.96,42.99,Digital Wallet,Organic Search,Delivered,3,5.0
ORD102164,2024-10-27,C10088,Marissa Webster,Male,23,Returning,South,Tennessee,East Mary,P1076,Essential Personal Care,Beauty & Personal Care,Personal Care,7.6,1,0.088,0.67,0.0,6.93,3.55,3.38,Buy Now Pay Later,Social Media,Delivered,3,5.0
ORD102164,2024-10-27,C10088,Marissa Webster,Male,23,Returning,South,Tennessee,East Mary,P1073,Classic Bedding,Home & Kitchen,Bedding,87.34,1,0.011,0.95,0.0,86.39,56.74,-20.52,Buy Now Pay Later,Social Media,Returned,3,
ORD102169,2024-10-27,C11446,Devon White,Male,36,New,Midwest,Minnesota,New Jeffery,P1028,Compact Footwear,Clothing,Footwear,15.01,4,0.067,4.04,9.99,56.0,33.92,12.09,Credit Card,Social Media,Delivered,4,4.0
ORD101915,2024-10-28,C11130,Ronald Myers,Male,20,Returning,South,Tennessee,Alanchester,P1069,Everyday Decor,Home & Kitchen,Decor,36.43,1,0.123,4.48,6.99,31.95,21.27,3.69,Buy Now Pay Later,Social Media,Delivered,4,4.0
ORD101988,2024-10-28,C10698,Isaiah Hensley,Female,41,New,Midwest,Minnesota,New Jose,P1077,Signature Makeup,Beauty & Personal Care,Makeup,86.34,2,0.0,0.0,9.99,172.68,87.86,82.32,Debit Card,Organic Search,Delivered,3,4.0
ORD101988,2024-10-28,C10698,Isaiah Hensley,Female,41,New,Midwest,Minnesota,New Jose,P1109,Everyday Outdoor Gear,Sports & Outdoors,Outdoor Gear,87.12,2,0.0,0.0,9.99,174.24,104.22,67.52,Debit Card,Organic Search,Delivered,3,4.0
ORD101988,2024-10-28,C10698,Isaiah Hensley,Female,41,New,Midwest,Minnesota,New Jose,P1081,Deluxe Fragrance,Beauty & Personal Care,Fragrance,31.2,2,0.076,4.72,9.99,57.68,28.64,-12.09,Debit Card,Organic Search,Returned,3,
ORD101988,2024-10-28,C10698,Isaiah Hensley,Female,41,New,Midwest,Minnesota,New Jose,P1013,Deluxe Headphones,Electronics,Headphones,54.16,1,0.177,9.58,9.99,44.58,44.32,-2.24,Debit Card,Organic Search,Delivered,3,4.0
ORD102170,2024-10-28,C11190,Tiffany Adams,Male,40,New,South,Texas,Stevenchester,P1071,Basic Furniture,Home & Kitchen,Furniture,58.58,1,0.056,3.26,4.99,55.32,39.71,14.36,Credit Card,Social Media,Delivered,3,4.0
ORD102170,2024-10-28,C11190,Tiffany Adams,Male,40,New,South,Texas,Stevenchester,P1100,Classic Fitness Equipment,Sports & Outdoors,Fitness Equipment,84.94,1,0.0,0.0,4.99,84.94,58.6,25.09,Credit Card,Social Media,Delivered,3,4.0
ORD102170,2024-10-28,C11190,Tiffany Adams,Male,40,New,South,Texas,Stevenchester,P1027,Essential Women's Apparel,Clothing,Women's Apparel,54.33,1,0.0,0.0,4.99,54.33,23.58,-10.57,Credit Card,Social Media,Returned,3,
